,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2015,8,MS,Final,"237,501","2,156,658","1,273,139",11.01,"151,053","1,478,459","232,260",10.22,"94,255","1,412,623","11,328",6.67,0,0,0,0.00,"482,808","5,047,739","1,516,727",9.56
2015,8,MT,Final,"42,132","375,525","491,994",11.22,"43,483","434,927","104,374",10.00,"22,524","401,235","11,760",5.61,0,0,0,0.00,"108,140","1,211,687","608,128",8.92
2015,8,NC,Final,"655,086","5,648,945","4,339,723",11.60,"406,634","4,555,166","671,409",8.93,"172,275","2,519,530","10,340",6.84,60,773,1,7.81,"1,234,055","12,724,414","5,021,473",9.70
2015,8,ND,Final,"39,181","356,283","372,921",11.00,"48,860","515,369","71,440",9.48,"50,420","620,813","8,404",8.12,0,0,0,0.00,"138,461","1,492,465","452,765",9.28
2015,8,NE,Final,"105,665","888,125","827,471",11.90,"77,601","848,111","150,730",9.15,"90,629","1,096,607","61,350",8.26,0,0,0,0.00,"273,895","2,832,843","1,039,551",9.67
2015,8,NH,Final,"73,024","426,327","608,022",17.13,"59,134","422,043","105,131",14.01,"22,603","185,065","3,243",12.21,0,0,0,0.00,"154,760","1,033,434","716,396",14.98
2015,8,NJ,Final,"558,307","3,419,093","3,494,975",16.33,"490,113","3,675,942","512,483",13.33,"71,613","651,072","12,071",11.00,"2,396","24,365",6,9.84,"1,122,429","7,770,472","4,019,535",14.44
2015,8,NM,Final,"92,011","694,889","871,631",13.24,"95,018","865,065","142,154",10.98,"45,931","692,945","9,434",6.63,0,0,0,0.00,"232,961","2,252,898","1,023,219",10.34
2015,8,NV,Final,"197,073","1,596,017","1,129,478",12.35,"92,842","1,020,787","160,403",9.10,"118,359","1,363,680","3,848",8.68,81,841,1,9.63,"408,356","3,981,325","1,293,730",10.26
2015,8,NY,Final,"981,048","5,337,156","7,080,019",18.38,"1,163,128","7,287,372","1,058,309",15.96,"100,551","1,589,213","7,640",6.33,"29,967","223,615",7,13.40,"2,274,694","14,437,355","8,145,975",15.76
2015,8,OH,Final,"647,811","4,896,651","4,886,053",13.23,"431,369","4,288,174","621,671",10.06,"322,050","4,337,393","19,153",7.43,203,"2,610",2,7.79,"1,401,433","13,524,827","5,526,879",10.36
2015,8,OK,Final,"268,706","2,586,487","1,726,230",10.39,"167,394","2,007,147","278,575",8.34,"90,221","1,571,559","18,785",5.74,0,0,0,0.00,"526,321","6,165,193","2,023,590",8.54
2015,8,OR,Final,"154,602","1,447,975","1,688,201",10.68,"125,331","1,462,584","229,277",8.57,"74,660","1,210,487","26,664",6.17,184,"1,992",2,9.25,"354,777","4,123,038","1,944,144",8.60
2015,8,PA,Final,"694,807","4,951,192","5,303,019",14.03,"376,441","3,988,872","690,820",9.44,"286,933","4,003,034","23,714",7.17,"4,881","63,850",6,7.65,"1,363,062","13,006,948","6,017,559",10.48
2015,8,RI,Final,"64,539","342,289","438,935",18.86,"51,513","356,110","58,705",14.47,"10,267","79,408","1,857",12.93,384,"2,016",1,19.03,"126,703","779,822","499,498",16.25
2015,8,SC,Final,"409,309","3,206,836","2,191,612",12.76,"223,435","2,142,228","358,901",10.43,"169,939","2,687,453","4,362",6.32,0,0,0,0.00,"802,683","8,036,517","2,554,875",9.99
2015,8,SD,Final,"46,273","389,796","389,095",11.87,"41,925","435,992","70,208",9.62,"19,798","259,319","3,794",7.63,0,0,0,0.00,"107,996","1,085,107","463,097",9.95
2015,8,TN,Final,"448,211","4,349,779","2,794,488",10.30,"352,593","3,427,223","477,730",10.29,"142,758","2,054,073","1,236",6.95,0,0,0,0.00,"943,562","9,831,074","3,273,454",9.60
2015,8,TX,Final,"1,988,601","17,396,111","10,369,597",11.43,"1,097,238","13,519,971","1,435,671",8.12,"568,343","9,789,559","108,766",5.81,872,"16,448",3,5.30,"3,655,055","40,722,089","11,914,037",8.98
2015,8,UT,Final,"112,444","991,993","1,025,669",11.34,"102,589","1,140,001","121,704",9.00,"55,043","838,082","9,791",6.57,472,"4,660",1,10.14,"270,548","2,974,736","1,157,165",9.09
2015,8,VA,Final,"495,692","4,237,680","3,335,103",11.70,"362,418","4,475,271","450,216",8.10,"108,694","1,561,756","3,739",6.96,"1,184","15,144",1,7.82,"967,988","10,289,851","3,789,059",9.41
2015,8,VT,Final,"31,427","183,459","312,761",17.13,"26,931","186,504","53,812",14.44,"12,807","124,682",229,10.27,0,0,0,0.00,"71,166","494,646","366,802",14.39
2015,8,WA,Final,"229,318","2,440,113","2,938,905",9.40,"202,664","2,509,327","362,842",8.08,"103,057","2,315,175","29,699",4.45,37,457,6,8.02,"535,076","7,265,072","3,331,452",7.37
2015,8,WI,Final,"282,380","1,963,156","2,651,371",14.38,"237,739","2,113,436","347,807",11.25,"173,861","2,205,700","5,603",7.88,3,17,1,17.65,"693,984","6,282,308","3,004,782",11.05
2015,8,WV,Final,"101,282","952,881","859,526",10.63,"61,491","706,352","141,752",8.71,"67,883","1,085,165","11,973",6.26,0,0,0,0.00,"230,655","2,744,399","1,013,251",8.40
2015,8,WY,Final,"23,075","200,571","268,411",11.50,"30,980","338,928","57,596",9.14,"58,689","866,964","10,638",6.77,0,0,0,0.00,"112,743","1,406,463","336,645",8.02
2015,7,AK,Final,"29,931","143,055","282,867",20.92,"40,153","220,009","50,823",18.25,"16,975","111,063","1,303",15.28,0,0,0,0.00,"87,058","474,127","334,993",18.36
2015,7,AL,Final,"422,067","3,568,237","2,185,217",11.83,"257,091","2,311,882","363,941",11.12,"203,982","3,022,865","7,293",6.75,0,0,0,0.00,"883,140","8,902,984","2,556,451",9.92
2015,7,AR,Final,"203,062","1,960,938","1,357,959",10.36,"105,529","1,217,213","188,166",8.67,"102,365","1,481,309","41,150",6.91,5,41,2,11.47,"410,959","4,659,501","1,587,277",8.82
2015,7,AZ,Final,"539,578","4,222,747","2,679,206",12.78,"332,798","2,919,608","315,066",11.40,"95,898","1,375,614","7,828",6.97,64,571,1,11.21,"968,338","8,518,540","3,002,101",11.37
2015,7,CA,Final,"1,645,053","9,157,530","13,822,352",17.96,"1,998,172","10,907,030","1,741,371",18.32,"711,393","5,056,124","157,206",14.07,"7,114","70,674",13,10.07,"4,361,732","25,191,358","15,720,942",17.31
2015,7,CO,Final,"229,302","1,803,967","2,224,770",12.71,"189,398","1,842,291","366,013",10.28,"106,082","1,367,071","16,714",7.76,532,"5,293",1,10.05,"525,314","5,018,623","2,607,498",10.47
2015,7,CT,Final,"246,595","1,204,429","1,466,473",20.47,"183,294","1,221,220","150,952",15.01,"38,068","312,503","4,397",12.18,"1,713","17,870",3,9.59,"469,670","2,756,021","1,621,825",17.04
2015,7,DC,Final,"37,375","273,937","247,099",13.64,"94,685","799,092","25,763",11.85,"1,690","19,165",1,8.82,"2,859","31,926",1,8.95,"136,609","1,124,120","272,864",12.15
2015,7,DE,Final,"64,312","487,373","414,994",13.20,"38,110","379,563","52,961",10.04,"18,230","232,424",858,7.84,0,0,0,0.00,"120,652","1,099,360","468,813",10.97
2015,7,FL,Final,"1,506,519","12,934,772","8,954,976",11.65,"831,275","8,832,365","1,180,334",9.41,"125,098","1,476,610","19,613",8.47,740,"8,552",2,8.65,"2,463,633","23,252,298","10,154,925",10.60
2015,7,GA,Final,"858,217","6,429,169","4,193,548",13.35,"536,219","4,674,224","562,576",11.47,"232,490","2,879,637","21,195",8.07,"1,464","14,736",1,9.94,"1,628,390","13,997,765","4,777,320",11.63
2015,7,HI,Final,"72,788","242,340","428,568",30.04,"78,718","288,339","60,601",27.30,"76,943","327,998",728,23.46,0,0,0,0.00,"228,449","858,676","489,897",26.60
2015,7,IA,Final,"191,399","1,433,176","1,358,269",13.35,"117,685","1,122,380","226,817",10.49,"126,226","1,742,162","7,668",7.25,0,0,0,0.00,"435,310","4,297,718","1,592,754",10.13
2015,7,ID,Final,"74,959","706,815","701,134",10.61,"45,539","564,145","106,340",8.07,"82,145","1,148,426","27,729",7.15,0,0,0,0.00,"202,644","2,419,386","835,203",8.38
2015,7,IL,Final,"595,555","4,740,490","5,164,859",12.56,"427,180","4,677,388","603,034",9.13,"258,347","3,852,411","6,007",6.71,"2,956","43,677",3,6.77,"1,284,038","13,313,966","5,773,903",9.64
2015,7,IN,Final,"366,597","3,177,347","2,803,816",11.54,"220,093","2,258,906","351,729",9.74,"294,621","4,219,732","18,235",6.98,174,"1,745",1,9.98,"881,485","9,657,730","3,173,781",9.13
2015,7,KS,Final,"200,034","1,618,755","1,240,714",12.36,"156,931","1,516,722","229,306",10.35,"76,297","964,158","24,686",7.91,0,0,0,0.00,"433,262","4,099,635","1,494,706",10.57
2015,7,KY,Final,"263,535","2,606,869","1,948,011",10.11,"175,324","1,877,497","300,034",9.34,"147,762","2,575,055","7,314",5.74,0,0,0,0.00,"586,621","7,059,421","2,255,359",8.31
2015,7,LA,Final,"324,345","3,466,207","2,047,461",9.36,"202,771","2,407,334","299,832",8.42,"161,775","3,063,543","19,833",5.28,90,"1,097",1,8.22,"688,981","8,938,181","2,367,127",7.71
2015,7,MA,Final,"342,786","1,898,247","2,793,839",18.06,"372,216","2,417,139","404,993",15.40,"93,911","689,864","14,038",13.61,"2,217","29,063",3,7.63,"811,130","5,034,313","3,212,873",16.11
2015,7,MD,Final,"380,656","2,748,313","2,259,012",13.85,"309,082","2,837,157","249,373",10.89,"27,256","343,373","8,807",7.94,"3,890","44,497",5,8.74,"720,884","5,973,340","2,517,197",12.07
2015,7,ME,Final,"58,187","375,671","706,182",15.49,"42,888","360,004","98,122",11.91,"22,184","282,554","3,019",7.85,0,0,0,0.00,"123,258","1,018,229","807,323",12.11
2015,7,MI,Final,"510,259","3,344,751","4,278,337",15.26,"403,698","3,610,305","532,756",11.18,"175,875","2,228,437","6,051",7.89,38,334,1,11.32,"1,089,870","9,183,828","4,817,145",11.87
2015,7,MN,Final,"265,215","2,056,826","2,390,298",12.89,"217,937","2,161,774","292,449",10.08,"143,168","1,878,619","9,984",7.62,193,"1,916",1,10.07,"626,513","6,099,135","2,692,732",10.27
2015,7,MO,Final,"458,977","3,590,552","2,733,694",12.78,"316,478","2,986,199","374,160",10.60,"118,534","1,539,987","10,213",7.70,188,"1,581",1,11.88,"894,177","8,118,319","3,118,068",11.01
2015,7,MS,Final,"222,633","2,027,278","1,272,602",10.98,"147,516","1,438,922","232,053",10.25,"96,937","1,419,622","11,155",6.83,0,0,0,0.00,"467,086","4,885,822","1,515,810",9.56
2015,7,MT,Final,"44,856","395,447","491,639",11.34,"43,681","428,879","104,369",10.19,"24,662","413,613","11,750",5.96,0,0,0,0.00,"113,200","1,237,939","607,758",9.14
2015,7,NC,Final,"726,086","6,341,899","4,335,061",11.45,"424,610","4,721,724","670,797",8.99,"166,912","2,335,534","10,357",7.15,64,809,1,7.92,"1,317,672","13,399,966","5,016,216",9.83
2015,7,ND,Final,"38,729","352,375","371,387",10.99,"47,767","512,925","71,304",9.31,"49,330","599,514","8,392",8.23,0,0,0,0.00,"135,827","1,464,814","451,083",9.27
2015,7,NE,Final,"120,255","999,985","827,479",12.03,"82,858","878,696","150,454",9.43,"99,829","1,121,265","61,042",8.90,0,0,0,0.00,"302,943","2,999,946","1,038,975",10.10
2015,7,NH,Final,"66,500","374,912","607,620",17.74,"56,733","398,716","106,162",14.23,"20,399","173,212","3,245",11.78,0,0,0,0.00,"143,632","946,840","717,027",15.17
2015,7,NJ,Final,"573,934","3,495,478","3,500,868",16.42,"497,418","3,698,428","516,438",13.45,"73,159","660,432","12,314",11.08,"2,696","26,226",6,10.28,"1,147,207","7,880,564","4,029,626",14.56
2015,7,NM,Final,"92,237","698,148","870,679",13.21,"94,676","849,691","142,279",11.14,"45,152","663,384","9,417",6.81,0,0,0,0.00,"232,065","2,211,223","1,022,375",10.49
2015,7,NV,Final,"201,324","1,677,107","1,130,644",12.00,"83,828","956,475","160,034",8.76,"116,473","1,256,448","3,879",9.27,80,813,1,9.84,"401,705","3,890,843","1,294,558",10.32
2015,7,NY,Final,"909,944","4,864,376","7,076,789",18.71,"1,154,354","7,125,734","1,056,826",16.20,"97,669","1,563,928","7,610",6.25,"31,366","234,445",7,13.38,"2,193,333","13,788,483","8,141,232",15.91
2015,7,OH,Final,"657,021","4,894,481","4,887,610",13.42,"451,574","4,395,770","621,455",10.27,"328,629","4,435,926","19,141",7.41,192,"2,334",2,8.22,"1,437,416","13,728,511","5,528,208",10.47
2015,7,OK,Final,"274,580","2,722,316","1,725,152",10.09,"168,575","2,035,357","279,013",8.28,"93,479","1,603,661","18,916",5.83,0,0,0,0.00,"536,633","6,361,335","2,023,081",8.44
2015,7,OR,Final,"173,786","1,570,622","1,687,621",11.06,"127,616","1,434,248","229,504",8.90,"75,114","1,190,474","26,609",6.31,186,"2,045",2,9.11,"376,702","4,197,389","1,943,736",8.97
2015,7,PA,Final,"671,074","4,785,854","5,303,498",14.02,"372,268","3,944,241","691,159",9.44,"307,975","4,303,143","23,742",7.16,"5,168","68,696",6,7.52,"1,356,485","13,101,934","6,018,405",10.35
2015,7,RI,Final,"56,250","319,745","438,963",17.59,"50,471","358,500","58,669",14.08,"8,156","67,114","1,827",12.15,370,"1,967",1,18.81,"115,247","747,325","499,460",15.42
2015,7,SC,Final,"437,783","3,462,735","2,190,166",12.64,"231,227","2,245,684","358,518",10.30,"161,579","2,545,431","4,359",6.35,0,0,0,0.00,"830,588","8,253,849","2,553,043",10.06
2015,7,SD,Final,"46,318","389,230","388,537",11.90,"40,840","429,740","70,202",9.50,"19,571","254,086","3,781",7.70,0,0,0,0.00,"106,729","1,073,056","462,520",9.95
2015,7,TN,Final,"441,052","4,267,819","2,791,293",10.33,"351,617","3,413,845","477,445",10.30,"142,303","1,996,904","1,241",7.13,0,0,0,0.00,"934,972","9,678,569","3,269,979",9.66
2015,7,TX,Final,"1,920,725","16,701,294","10,343,501",11.50,"1,075,271","13,316,794","1,435,907",8.07,"579,052","10,140,124","108,834",5.71,836,"15,683",3,5.33,"3,575,884","40,173,894","11,888,245",8.90
2015,7,UT,Final,"123,508","1,043,856","1,022,631",11.83,"96,665","1,075,636","121,599",8.99,"55,155","790,790","9,803",6.97,471,"4,658",1,10.11,"275,799","2,914,940","1,154,034",9.46
2015,7,VA,Final,"532,439","4,564,794","3,331,691",11.66,"367,320","4,497,545","449,544",8.17,"108,084","1,547,962","3,735",6.98,"1,329","16,480",1,8.06,"1,009,172","10,626,781","3,784,971",9.50
2015,7,VT,Final,"30,331","177,583","312,614",17.08,"26,412","182,688","53,736",14.46,"12,825","123,077",231,10.42,0,0,0,0.00,"69,569","483,348","366,581",14.39
2015,7,WA,Final,"240,886","2,567,045","2,949,476",9.38,"210,998","2,578,128","366,721",8.18,"105,032","2,301,043","29,181",4.56,34,432,7,7.85,"556,949","7,446,648","3,345,385",7.48
2015,7,WI,Final,"294,393","2,048,232","2,653,152",14.37,"243,145","2,179,159","348,162",11.16,"168,321","2,101,164","5,576",8.01,3,18,1,16.67,"705,862","6,328,573","3,006,891",11.15
2015,7,WV,Final,"97,238","907,943","859,534",10.71,"59,624","687,849","141,784",8.67,"68,482","1,111,123","11,944",6.16,0,0,0,0.00,"225,345","2,706,915","1,013,262",8.32
2015,7,WY,Final,"22,723","195,226","268,362",11.64,"28,587","309,094","57,686",9.25,"56,264","837,672","10,601",6.72,0,0,0,0.00,"107,574","1,341,991","336,649",8.02
2015,6,AK,Final,"28,397","136,767","282,448",20.76,"37,607","213,417","50,661",17.62,"17,418","107,807","1,302",16.16,0,0,0,0.00,"83,422","457,991","334,411",18.21
2015,6,AL,Final,"356,306","2,984,817","2,182,814",11.94,"238,686","2,156,042","362,478",11.07,"200,582","2,940,997","7,290",6.82,0,0,0,0.00,"795,575","8,081,856","2,552,582",9.84
2015,6,AR,Final,"148,875","1,440,283","1,357,394",10.34,"92,049","1,065,261","187,440",8.64,"91,444","1,395,782","36,880",6.55,4,41,2,10.71,"332,373","3,901,366","1,581,716",8.52
2015,6,AZ,Final,"476,462","3,750,006","2,675,270",12.71,"312,126","2,761,931","314,622",11.30,"86,521","1,268,376","7,851",6.82,55,552,1,9.96,"875,163","7,780,865","2,997,744",11.25
2015,6,CA,Final,"1,234,378","7,182,280","13,391,386",17.19,"1,693,181","10,051,101","1,712,367",16.85,"627,316","4,787,075","153,175",13.10,"6,005","70,944",13,8.46,"3,560,879","22,091,399","15,256,941",16.12
2015,6,CO,Final,"194,958","1,550,425","2,223,587",12.57,"163,825","1,687,655","366,123",9.71,"97,886","1,293,083","16,682",7.57,554,"5,188",1,10.67,"457,222","4,536,350","2,606,393",10.08
2015,6,CT,Final,"213,299","942,844","1,466,943",22.62,"175,238","1,099,923","151,034",15.93,"40,549","317,533","4,416",12.77,"1,657","15,016",3,11.04,"430,744","2,375,316","1,622,396",18.13
2015,6,DC,Final,"30,813","240,941","244,989",12.79,"91,749","741,855","25,525",12.37,"1,778","20,752",1,8.57,"2,511","25,361",1,9.90,"126,851","1,028,909","270,516",12.33
2015,6,DE,Final,"55,894","399,922","415,372",13.98,"40,052","383,525","52,933",10.44,"16,004","174,351",858,9.18,0,0,0,0.00,"111,950","957,797","469,163",11.69
2015,6,FL,Final,"1,339,960","11,582,493","8,960,732",11.57,"811,180","8,611,420","1,181,596",9.42,"121,804","1,475,899","19,596",8.25,699,"8,141",2,8.58,"2,273,643","21,677,953","10,161,926",10.49
2015,6,GA,Final,"652,427","5,288,408","4,191,569",12.34,"414,536","4,279,443","560,087",9.69,"137,294","2,792,554","21,189",4.92,261,"14,469",1,1.80,"1,204,518","12,374,874","4,772,846",9.73
2015,6,HI,Final,"62,908","206,860","428,459",30.41,"71,386","264,171","60,611",27.02,"69,946","300,890",726,23.25,0,0,0,0.00,"204,240","771,921","489,796",26.46
2015,6,IA,Final,"140,210","1,060,799","1,356,787",13.22,"100,559","996,686","225,849",10.09,"131,569","1,890,457","7,689",6.96,0,0,0,0.00,"372,337","3,947,941","1,590,325",9.43
2015,6,ID,Final,"64,790","648,436","699,760",9.99,"44,640","545,473","106,117",8.18,"85,309","1,130,611","27,721",7.55,0,0,0,0.00,"194,739","2,324,520","833,598",8.38
2015,6,IL,Final,"474,453","3,772,235","5,159,355",12.58,"382,389","4,285,423","602,611",8.92,"236,829","3,648,295","5,986",6.49,"2,714","39,572",3,6.86,"1,096,385","11,745,525","5,767,955",9.33
2015,6,IN,Final,"310,553","2,627,855","2,802,513",11.82,"206,821","2,096,151","350,853",9.87,"285,774","4,130,667","18,237",6.92,167,"1,689",1,9.92,"803,315","8,856,361","3,171,604",9.07
2015,6,KS,Final,"172,186","1,350,397","1,232,766",12.75,"144,764","1,387,613","227,766",10.43,"77,093","991,322","24,620",7.78,0,0,0,0.00,"394,042","3,729,333","1,485,152",10.57
2015,6,KY,Final,"223,416","2,189,424","1,945,553",10.20,"162,173","1,742,214","299,563",9.31,"144,296","2,653,192","7,320",5.44,0,0,0,0.00,"529,885","6,584,831","2,252,436",8.05
2015,6,LA,Final,"262,219","2,794,991","2,046,735",9.38,"186,046","2,201,067","298,654",8.45,"159,399","3,006,756","19,922",5.30,82,920,1,8.90,"607,746","8,003,735","2,365,312",7.59
2015,6,MA,Final,"295,766","1,513,627","2,790,777",19.54,"331,724","2,183,066","425,603",15.20,"92,250","687,287","14,060",13.42,"1,971","26,802",3,7.36,"721,710","4,410,782","3,230,443",16.36
2015,6,MD,Final,"309,799","2,124,685","2,254,665",14.58,"291,961","2,665,859","249,760",10.95,"27,549","324,090","8,823",8.50,"3,542","40,526",5,8.74,"632,851","5,155,160","2,513,253",12.28
2015,6,ME,Final,"51,438","332,276","707,165",15.48,"39,110","333,126","98,077",11.74,"23,588","281,791","3,032",8.37,0,0,0,0.00,"114,136","947,192","808,274",12.05
2015,6,MI,Final,"373,046","2,546,115","4,278,100",14.65,"357,502","3,296,526","532,655",10.84,"198,732","2,719,513","6,065",7.31,38,340,1,11.08,"929,318","8,562,494","4,816,821",10.85
2015,6,MN,Final,"218,563","1,694,291","2,392,075",12.90,"203,531","1,972,176","290,493",10.32,"128,386","1,693,151","10,032",7.58,188,"1,859",1,10.11,"550,668","5,361,477","2,692,601",10.27
2015,6,MO,Final,"378,656","2,938,373","2,732,528",12.89,"286,258","2,705,086","373,753",10.58,"108,534","1,466,682","10,211",7.40,167,"1,438",1,11.61,"773,614","7,111,579","3,116,493",10.88
2015,6,MS,Final,"182,497","1,568,665","1,271,815",11.63,"136,900","1,277,570","231,042",10.72,"93,118","1,349,707","11,311",6.90,0,0,0,0.00,"412,516","4,195,943","1,514,168",9.83
2015,6,MT,Final,"38,774","337,117","491,142",11.50,"42,883","410,975","104,118",10.43,"22,835","403,970","11,346",5.65,0,0,0,0.00,"104,492","1,152,062","606,606",9.07
2015,6,NC,Final,"588,444","5,304,763","4,337,490",11.09,"385,832","4,423,020","661,436",8.72,"165,409","2,483,656","10,360",6.66,59,744,1,7.88,"1,139,744","12,212,183","5,009,287",9.33
2015,6,ND,Final,"33,888","296,379","370,830",11.43,"45,910","481,077","71,006",9.54,"47,081","560,468","8,402",8.40,0,0,0,0.00,"126,879","1,337,924","450,238",9.48
2015,6,NE,Final,"87,498","735,614","825,919",11.89,"73,987","795,722","149,927",9.30,"71,114","919,282","61,250",7.74,0,0,0,0.00,"232,600","2,450,619","1,037,096",9.49
2015,6,NH,Final,"62,253","333,005","608,841",18.69,"58,627","400,733","105,636",14.63,"21,228","174,243","3,280",12.18,0,0,0,0.00,"142,108","907,980","717,757",15.65
2015,6,NJ,Final,"439,963","2,678,034","3,483,477",16.43,"459,337","3,310,872","513,222",13.87,"69,906","628,578","12,058",11.12,"2,670","25,246",6,10.57,"971,876","6,642,730","4,008,763",14.63
2015,6,NM,Final,"73,820","566,707","870,743",13.03,"87,641","806,088","142,201",10.87,"46,117","651,931","9,407",7.07,0,0,0,0.00,"207,578","2,024,726","1,022,351",10.25
2015,6,NV,Final,"191,815","1,461,913","1,127,488",13.12,"81,921","873,016","160,012",9.38,"92,073","1,265,001","3,852",7.28,72,767,1,9.39,"365,881","3,600,698","1,291,353",10.16
2015,6,NY,Final,"752,177","4,010,418","7,074,252",18.76,"1,051,845","6,458,809","1,056,744",16.29,"116,521","1,938,198","7,667",6.01,"30,070","220,477",7,13.64,"1,950,612","12,627,903","8,138,670",15.45
